rs_id,chromosome,snp_position,gene_symbol,effect_size,p_adjust,regulated_gene,tissue,lincrna_begin,lincrna_end,gwas_id,gwas_phenotype
rs4794820,17,38089344,LOC101928947,0.14,5.16E-05,GSDMB,Cells_Transformed_fibroblasts,38084120,38095854,22561531,asthma related
rs6503525,17,38095174,LOC101928947,0.15,8.44E-06,GSDMB,Cells_Transformed_fibroblasts,38084120,38095854,21150878,asthma related
rs4794820,17,38089344,LOC101928947,0.42,4.99E-09,GSDMA,Cells_Transformed_fibroblasts,38084120,38095854,22561531,asthma related
rs6503525,17,38095174,LOC101928947,0.33,1.68E-06,GSDMA,Cells_Transformed_fibroblasts,38084120,38095854,21150878,asthma related
rs6503525,17,38095174,LOC101928947,-0.17,2.12E-07,MIR6884,Cells_Transformed_fibroblasts,38084120,38095854,21150878,asthma related
rs28397663,17,47328183,FLJ40194,-0.28,3.40E-06,ZNF652,Cells_Transformed_fibroblasts,47325605,47336024,27182965,allergy
rs16948048,17,47440466,LOC102724596,-0.24,1.24E-05,ZNF652,Cells_Transformed_fibroblasts,47439744,47443454,19430483,diastolic blood pressure
rs2411984,17,47445751,LOC102724596,0.27,1.49E-07,ZNF652,Cells_Transformed_fibroblasts,47438551,47447360,22829776,sex hormone-binding globulin levels
rs2411984,17,47445751,LOC102724596,0.27,1.49E-07,ZNF652,Cells_Transformed_fibroblasts,47438551,47447360,22829776,sex hormone-binding globulin levels
rs12802200,11,566936,MIR210HG,-0.35,1.78E-05,PTDSS2,Esophagus_Gastroesophageal_Junction,565660,568420,26502338,systemic lupus erythematosus
rs4924410,15,40339494,SRP14-AS1,-0.34,9.23E-07,EIF2AK4,Esophagus_Gastroesophageal_Junction,40331550,40349184,22327514,ewing sarcoma
rs9392556,6,4146198,LOC100507506,-0.49,2.76E-07,C6orf201,Esophagus_Gastroesophageal_Junction,4136306,4157619,24816252,blood metabolite levels
rs144447022,6,29244219,LOC101929006,1.11,6.58E-05,ZFP57,Esophagus_Gastroesophageal_Junction,29191777,29258217,26198764,schizophrenia
rs6904029,6,29943067,HCG9,0.58,8.18E-06,IFITM4P,Esophagus_Gastroesophageal_Junction,29942889,29946183,24939585,age-related hearing impairment
rs71327718,3,125592857,LOC101927056,1.04,7.31E-10,FAM86JP,Esophagus_Gastroesophageal_Junction,125546100,125604920,23319000,metabolite levels
rs7523273,1,207977083,MIR29C,-0.32,9.19E-07,CD46,Esophagus_Gastroesophageal_Junction,207974863,208042495,26198764,schizophrenia
rs7523273,1,207977083,MIR29C,-0.32,9.19E-07,CD46,Esophagus_Gastroesophageal_Junction,207974863,208042495,25056061,schizophrenia
rs1318653,1,208014922,MIR29C,-0.51,9.40E-10,CD46,Esophagus_Gastroesophageal_Junction,207974863,208042495,25344690,febrile seizures
rs1318653,1,208014922,MIR29C,-0.51,9.40E-10,CD46,Esophagus_Gastroesophageal_Junction,207974863,208042495,25344690,febrile seizures
rs6669384,1,208025926,MIR29C,-0.50,1.51E-09,CD46,Esophagus_Gastroesophageal_Junction,207974863,208042495,28289848,immune response to measles vaccine (measles-specific neutralising antibody titre)
rs6669384,1,208025926,MIR29C,-0.50,1.51E-09,CD46,Esophagus_Gastroesophageal_Junction,207974863,208042495,28289848,immune response to measles vaccine (measles-specific neutralising antibody titre)
rs1967689,1,208039471,MIR29C,-0.41,3.43E-07,CD46,Esophagus_Gastroesophageal_Junction,207974863,208042495,23326517,age-related macular degeneration
rs9262631,6,31024601,HCG22,1.25,3.74E-08,PSORS1C1,Esophagus_Gastroesophageal_Junction,31021984,31027653,26151496,thionamide-induced agranulocytosis in graves disease
rs9262632,6,31024808,HCG22,1.25,3.74E-08,PSORS1C1,Esophagus_Gastroesophageal_Junction,31021984,31027653,21051598,hiv related
rs9262631,6,31024601,HCG22,1.36,2.15E-08,PSORS1C2,Esophagus_Gastroesophageal_Junction,31021984,31027653,26151496,thionamide-induced agranulocytosis in graves disease
rs9262632,6,31024808,HCG22,1.36,2.15E-08,PSORS1C2,Esophagus_Gastroesophageal_Junction,31021984,31027653,21051598,hiv related
rs134882,22,42670965,OGFRP1,0.51,2.01E-06,SMDT1,Esophagus_Gastroesophageal_Junction,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,0.51,2.01E-06,SMDT1,Esophagus_Gastroesophageal_Junction,42665774,42671039,20889312,schizophrenia
rs7188445,16,79734987,LINC01229,-0.58,5.14E-06,MAFTRR,Esophagus_Gastroesophageal_Junction,79710005,79760326,23263486,urate levels
rs17767419,16,79744548,LINC01229,-0.56,6.82E-06,MAFTRR,Esophagus_Gastroesophageal_Junction,79710005,79760326,21565293,thyroid related
rs3813582,16,79749353,LINC01229,-0.57,7.36E-06,MAFTRR,Esophagus_Gastroesophageal_Junction,79747744,79832987,23408906,thyroid related
rs3813582,16,79749353,LINC01229,-0.57,7.36E-06,MAFTRR,Esophagus_Gastroesophageal_Junction,79747744,79832987,23408906,thyroid related
rs3813582,16,79749353,LINC01229,-0.57,7.36E-06,MAFTRR,Esophagus_Gastroesophageal_Junction,79747744,79832987,22494929,thyroid related
rs3892630,19,33181484,LOC105372367,-0.76,5.99E-14,NUDT19,Esophagus_Gastroesophageal_Junction,33177995,33182656,23222517,red blood cell traits
rs4794820,17,38089344,LOC101928947,-0.63,1.08E-07,GSDMA,Esophagus_Gastroesophageal_Junction,38084120,38095854,22561531,asthma related
rs6503525,17,38095174,LOC101928947,-0.66,3.51E-09,GSDMA,Esophagus_Gastroesophageal_Junction,38084120,38095854,21150878,asthma related
rs12802200,11,566936,MIR210HG,-0.25,9.62E-09,HRAS,Artery_Tibial,565660,568420,26502338,systemic lupus erythematosus
rs12802200,11,566936,MIR210HG,0.35,6.14E-06,TMEM80,Artery_Tibial,565660,568420,26502338,systemic lupus erythematosus
rs11022131,11,12072213,LOC105376554,-0.35,8.83E-08,DKK3,Artery_Tibial,12052422,12083332,26265036,warfarin maintenance dose
rs4924410,15,40339494,SRP14-AS1,-0.26,7.95E-06,EIF2AK4,Artery_Tibial,40331550,40349184,22327514,ewing sarcoma
rs9392556,6,4146198,LOC100507506,-0.39,5.46E-12,C6orf201,Artery_Tibial,4136306,4157619,24816252,blood metabolite levels
rs144447022,6,29244219,LOC101929006,0.95,1.51E-07,ZFP57,Artery_Tibial,29191777,29258217,26198764,schizophrenia
rs6904029,6,29943067,HCG9,-0.26,6.39E-06,HLA-F-AS1,Artery_Tibial,29942889,29946183,24939585,age-related hearing impairment
rs6904029,6,29943067,HCG9,0.45,3.91E-08,IFITM4P,Artery_Tibial,29942889,29946183,24939585,age-related hearing impairment
rs144447022,6,29244219,LOC101929006,-0.70,6.66E-05,HLA-J,Artery_Tibial,29191777,29258217,26198764,schizophrenia
rs6904029,6,29943067,HCG9,0.48,1.45E-09,HLA-J,Artery_Tibial,29942889,29946183,24939585,age-related hearing impairment
rs144447022,6,29244219,LOC101929006,-0.55,1.07E-05,ZNRD1,Artery_Tibial,29191777,29258217,26198764,schizophrenia
rs10108511,8,11435516,LINC00208,-0.28,1.67E-06,FDFT1,Artery_Tibial,11433822,11438851,27527254,barretts esophagus  or esophageal adenocarcinoma
rs7246657,19,37747108,LINC01535,0.25,2.92E-06,ZNF568,Artery_Tibial,37746818,37756377,23870195,coronary artery calcification
rs7246657,19,37747108,LINC01535,0.32,5.50E-05,ZNF571-AS1,Artery_Tibial,37746818,37756377,23870195,coronary artery calcification
rs71327718,3,125592857,LOC101927056,0.92,7.20E-16,FAM86JP,Artery_Tibial,125546100,125604920,23319000,metabolite levels
rs71327718,3,125592857,LOC101927056,0.32,6.05E-05,SLC41A3,Artery_Tibial,125546100,125604920,23319000,metabolite levels
rs2252790,6,116663323,DSE,-0.15,4.21E-05,NT5DC1,Artery_Tibial,116601381,116691436,28040410,fast beta electroencephalogram
rs7523273,1,207977083,MIR29C,-0.31,4.92E-19,CD46,Artery_Tibial,207974863,208042495,26198764,schizophrenia
rs7523273,1,207977083,MIR29C,-0.31,4.92E-19,CD46,Artery_Tibial,207974863,208042495,25056061,schizophrenia
rs1318653,1,208014922,MIR29C,-0.41,8.95E-29,CD46,Artery_Tibial,207974863,208042495,25344690,febrile seizures
rs1318653,1,208014922,MIR29C,-0.41,8.95E-29,CD46,Artery_Tibial,207974863,208042495,25344690,febrile seizures
rs6669384,1,208025926,MIR29C,-0.42,6.73E-28,CD46,Artery_Tibial,207974863,208042495,28289848,immune response to measles vaccine (measles-specific neutralising antibody titre)
rs6669384,1,208025926,MIR29C,-0.42,6.73E-28,CD46,Artery_Tibial,207974863,208042495,28289848,immune response to measles vaccine (measles-specific neutralising antibody titre)
rs1967689,1,208039471,MIR29C,-0.36,4.37E-22,CD46,Artery_Tibial,207974863,208042495,23326517,age-related macular degeneration
rs9931543,16,56128782,LOC283856,0.31,1.11E-06,GNAO1,Artery_Tibial,56126899,56225006,27089181,subjective well-being
rs56313388,16,56207769,LOC283856,0.31,3.23E-07,GNAO1,Artery_Tibial,56203591,56223919,28135244,pulse pressure
rs1372356,14,88515949,LINC01146,0.26,6.43E-06,GALC,Artery_Tibial,88511072,88559509,24962563,food antigen igg levels
rs10774624,12,111833788,LOC105369984,-0.13,2.30E-05,MIR6861,Artery_Tibial,111807086,111841114,24390342,rheumatoid arthritis
rs3094117,6,30737486,HCG20,-0.26,4.06E-06,VARS2,Artery_Tibial,30734602,30760027,23793025,migraine
rs9262631,6,31024601,HCG22,0.95,3.34E-10,PSORS1C1,Artery_Tibial,31021984,31027653,26151496,thionamide-induced agranulocytosis in graves disease
rs9262632,6,31024808,HCG22,0.95,3.34E-10,PSORS1C1,Artery_Tibial,31021984,31027653,21051598,hiv related
rs9262631,6,31024601,HCG22,1.08,6.30E-10,PSORS1C2,Artery_Tibial,31021984,31027653,26151496,thionamide-induced agranulocytosis in graves disease
rs9262632,6,31024808,HCG22,1.08,6.30E-10,PSORS1C2,Artery_Tibial,31021984,31027653,21051598,hiv related
rs9262631,6,31024601,HCG22,-0.40,1.29E-04,CCHCR1,Artery_Tibial,31021984,31027653,26151496,thionamide-induced agranulocytosis in graves disease
rs9262632,6,31024808,HCG22,-0.40,1.29E-04,CCHCR1,Artery_Tibial,31021984,31027653,21051598,hiv related
rs9262631,6,31024601,HCG22,-0.69,6.85E-06,MICA,Artery_Tibial,31021984,31027653,26151496,thionamide-induced agranulocytosis in graves disease
rs9262632,6,31024808,HCG22,-0.69,6.85E-06,MICA,Artery_Tibial,31021984,31027653,21051598,hiv related
rs17807185,7,77308295,APTR,-0.19,4.23E-08,PTPN12,Artery_Tibial,77288410,77325582,25282103,height
rs134882,22,42670965,OGFRP1,0.34,2.81E-11,NAGA,Artery_Tibial,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,0.34,2.81E-11,NAGA,Artery_Tibial,42665774,42671039,20889312,schizophrenia
rs134882,22,42670965,OGFRP1,0.24,1.49E-05,SMDT1,Artery_Tibial,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,0.24,1.49E-05,SMDT1,Artery_Tibial,42665774,42671039,20889312,schizophrenia
rs134882,22,42670965,OGFRP1,-0.67,3.85E-16,CYP2D6,Artery_Tibial,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,-0.67,3.85E-16,CYP2D6,Artery_Tibial,42665774,42671039,20889312,schizophrenia
rs836788,5,79912044,LINC01337,-0.29,8.19E-06,DHFR,Artery_Tibial,79904442,79918343,26831199,glomerular filtration rate (creatinine)
rs836788,5,79912044,LINC01337,0.34,1.58E-09,MSH3,Artery_Tibial,79904442,79918343,26831199,glomerular filtration rate (creatinine)
rs7188445,16,79734987,LINC01229,-0.55,1.85E-15,MAFTRR,Artery_Tibial,79710005,79760326,23263486,urate levels
rs17767419,16,79744548,LINC01229,-0.56,2.86E-16,MAFTRR,Artery_Tibial,79710005,79760326,21565293,thyroid related
rs3813582,16,79749353,LINC01229,-0.56,6.67E-16,MAFTRR,Artery_Tibial,79747744,79832987,23408906,thyroid related
rs3813582,16,79749353,LINC01229,-0.56,6.67E-16,MAFTRR,Artery_Tibial,79747744,79832987,23408906,thyroid related
rs3813582,16,79749353,LINC01229,-0.56,6.67E-16,MAFTRR,Artery_Tibial,79747744,79832987,22494929,thyroid related
rs4575545,16,79755446,LINC01229,-0.49,1.38E-12,MAFTRR,Artery_Tibial,79747744,79832987,24852370,serum thyroid-stimulating hormone levels
rs1432295,2,61066666,LINC01185,-0.25,8.81E-05,PUS10,Artery_Tibial,61052267,61108449,21037568,hodgkins lymphoma
rs1432295,2,61066666,LINC01185,-0.25,8.81E-05,PUS10,Artery_Tibial,61052267,61108449,24149102,hodgkins lymphoma
rs62149416,2,61083506,LINC01185,0.30,1.43E-06,PUS10,Artery_Tibial,61074895,61108449,26626624,psoriasis vulgaris
rs9653442,2,100825367,LINC01104,0.15,9.67E-05,AFF3,Artery_Tibial,100824716,100867946,17554260,type 1 diabetes
rs9653442,2,100825367,LINC01104,0.15,9.67E-05,AFF3,Artery_Tibial,100824716,100867946,24390342,rheumatoid arthritis
rs9653442,2,100825367,LINC01104,0.15,9.67E-05,AFF3,Artery_Tibial,100824716,100867946,24390342,rheumatoid arthritis
rs2562456,19,21666210,LINC00664,-0.34,1.47E-07,ZNF708,Artery_Tibial,21666176,21682100,19207018,pain
rs3892630,19,33181484,LOC105372367,-0.19,6.08E-05,ANKRD27,Artery_Tibial,33177995,33182656,23222517,red blood cell traits
rs3892630,19,33181484,LOC105372367,-0.46,1.45E-15,NUDT19,Artery_Tibial,33177995,33182656,23222517,red blood cell traits
rs3892630,19,33181484,LOC105372367,-0.33,2.44E-06,FAAP24,Artery_Tibial,33177995,33182656,23222517,red blood cell traits
rs11084786,19,35282181,LOC400685,-0.22,4.72E-07,ZNF181,Artery_Tibial,35279486,35307804,25811787,urate levels related
rs4794820,17,38089344,LOC101928947,-0.53,3.88E-12,GSDMA,Artery_Tibial,38084120,38095854,22561531,asthma related
rs6503525,17,38095174,LOC101928947,-0.57,8.58E-16,GSDMA,Artery_Tibial,38084120,38095854,21150878,asthma related
rs4794820,17,38089344,LOC101928947,-0.24,4.16E-06,MIR6884,Artery_Tibial,38084120,38095854,22561531,asthma related
rs6503525,17,38095174,LOC101928947,-0.24,1.03E-06,MIR6884,Artery_Tibial,38084120,38095854,21150878,asthma related
rs12802200,11,566936,MIR210HG,-0.58,1.89E-05,PTDSS2,Cells_EBV-transformed_lymphocytes,565660,568420,26502338,systemic lupus erythematosus
rs6904029,6,29943067,HCG9,0.63,2.79E-05,IFITM4P,Cells_EBV-transformed_lymphocytes,29942889,29946183,24939585,age-related hearing impairment
rs71327718,3,125592857,LOC101927056,0.88,1.68E-06,FAM86JP,Cells_EBV-transformed_lymphocytes,125546100,125604920,23319000,metabolite levels
rs1318653,1,208014922,MIR29C,-0.28,2.00E-06,CD46,Cells_EBV-transformed_lymphocytes,207974863,208042495,25344690,febrile seizures
rs1318653,1,208014922,MIR29C,-0.28,2.00E-06,CD46,Cells_EBV-transformed_lymphocytes,207974863,208042495,25344690,febrile seizures
rs6669384,1,208025926,MIR29C,-0.29,2.28E-06,CD46,Cells_EBV-transformed_lymphocytes,207974863,208042495,28289848,immune response to measles vaccine (measles-specific neutralising antibody titre)
rs6669384,1,208025926,MIR29C,-0.29,2.28E-06,CD46,Cells_EBV-transformed_lymphocytes,207974863,208042495,28289848,immune response to measles vaccine (measles-specific neutralising antibody titre)
rs1967689,1,208039471,MIR29C,-0.27,3.49E-06,CD46,Cells_EBV-transformed_lymphocytes,207974863,208042495,23326517,age-related macular degeneration
rs7172809,15,77819676,LOC101929457,0.43,8.57E-06,TSPAN3,Cells_EBV-transformed_lymphocytes,77817882,77826452,25524916,glucose homeostasis traits
rs4794820,17,38089344,LOC101928947,0.44,2.87E-06,GSDMB,Cells_EBV-transformed_lymphocytes,38084120,38095854,22561531,asthma related
rs6503525,17,38095174,LOC101928947,0.41,3.88E-06,GSDMB,Cells_EBV-transformed_lymphocytes,38084120,38095854,21150878,asthma related
rs4794820,17,38089344,LOC101928947,0.69,6.00E-14,ORMDL3,Cells_EBV-transformed_lymphocytes,38084120,38095854,22561531,asthma related
rs6503525,17,38095174,LOC101928947,0.61,2.85E-11,ORMDL3,Cells_EBV-transformed_lymphocytes,38084120,38095854,21150878,asthma related
rs134882,22,42670965,OGFRP1,0.59,3.86E-06,SMDT1,Cells_EBV-transformed_lymphocytes,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,0.59,3.86E-06,SMDT1,Cells_EBV-transformed_lymphocytes,42665774,42671039,20889312,schizophrenia
rs134882,22,42670965,OGFRP1,-0.67,3.16E-08,CYP2D6,Cells_EBV-transformed_lymphocytes,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,-0.67,3.16E-08,CYP2D6,Cells_EBV-transformed_lymphocytes,42665774,42671039,20889312,schizophrenia
rs2293582,15,33010412,LOC100131315,1.15,5.94E-15,GREM1,Liver,33010302,33011055,25990418,colorectal cancer
rs6904029,6,29943067,HCG9,-0.60,8.77E-08,HLA-F,Liver,29942889,29946183,24939585,age-related hearing impairment
rs71327718,3,125592857,LOC101927056,1.23,7.14E-07,FAM86JP,Liver,125546100,125604920,23319000,metabolite levels
rs17767419,16,79744548,LINC01229,-0.57,4.77E-06,MAFTRR,Liver,79710005,79760326,21565293,thyroid related
rs3813582,16,79749353,LINC01229,-0.60,2.24E-06,MAFTRR,Liver,79747744,79832987,23408906,thyroid related
rs3813582,16,79749353,LINC01229,-0.60,2.24E-06,MAFTRR,Liver,79747744,79832987,23408906,thyroid related
rs3813582,16,79749353,LINC01229,-0.60,2.24E-06,MAFTRR,Liver,79747744,79832987,22494929,thyroid related
rs2562456,19,21666210,LINC00664,-0.74,7.34E-07,ZNF708,Liver,21666176,21682100,19207018,pain
rs3892630,19,33181484,LOC105372367,-0.87,3.72E-12,NUDT19,Liver,33177995,33182656,23222517,red blood cell traits
rs3892630,19,33181484,LOC105372367,0.50,9.04E-06,SLC7A9,Liver,33177995,33182656,23222517,red blood cell traits
rs71327718,3,125592857,LOC101927056,1.29,7.01E-07,FAM86JP,Brain_Frontal_Cortex_BA9,125546100,125604920,23319000,metabolite levels
rs134882,22,42670965,OGFRP1,0.36,1.03E-05,NAGA,Brain_Frontal_Cortex_BA9,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,0.36,1.03E-05,NAGA,Brain_Frontal_Cortex_BA9,42665774,42671039,20889312,schizophrenia
rs134882,22,42670965,OGFRP1,-0.71,1.76E-09,CYP2D6,Brain_Frontal_Cortex_BA9,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,-0.71,1.76E-09,CYP2D6,Brain_Frontal_Cortex_BA9,42665774,42671039,20889312,schizophrenia
rs3892630,19,33181484,LOC105372367,-0.84,6.59E-07,ANKRD27,Brain_Frontal_Cortex_BA9,33177995,33182656,23222517,red blood cell traits
rs3892630,19,33181484,LOC105372367,-0.84,2.43E-07,NUDT19,Brain_Frontal_Cortex_BA9,33177995,33182656,23222517,red blood cell traits
rs12802200,11,566936,MIR210HG,-0.25,1.69E-05,PTDSS2,Lung,565660,568420,26502338,systemic lupus erythematosus
rs12802200,11,566936,MIR210HG,-0.36,3.66E-12,HRAS,Lung,565660,568420,26502338,systemic lupus erythematosus
rs12802200,11,566936,MIR210HG,0.24,1.74E-05,TMEM80,Lung,565660,568420,26502338,systemic lupus erythematosus
rs11858159,15,24824188,PWRN1,0.35,2.58E-05,NPAP1,Lung,24820099,24897277,22550155,platelet thrombus formation
rs4924410,15,40339494,SRP14-AS1,-0.20,3.42E-06,EIF2AK4,Lung,40331550,40349184,22327514,ewing sarcoma
rs12500482,4,2430235,CFAP99,0.24,3.67E-06,ZFYVE28,Lung,2428248,2452087,28093568,cognition related
rs9392556,6,4146198,LOC100507506,-0.27,7.41E-07,C6orf201,Lung,4136306,4157619,24816252,blood metabolite levels
rs9392556,6,4146198,LOC100507506,-0.25,4.98E-07,ECI2,Lung,4136306,4157619,24816252,blood metabolite levels
rs144447022,6,29244219,LOC101929006,0.90,4.79E-08,ZFP57,Lung,29191777,29258217,26198764,schizophrenia
rs6904029,6,29943067,HCG9,0.44,7.42E-12,IFITM4P,Lung,29942889,29946183,24939585,age-related hearing impairment
rs144447022,6,29244219,LOC101929006,-0.61,1.86E-05,HLA-G,Lung,29191777,29258217,26198764,schizophrenia
rs3094117,6,30737486,HCG20,-0.45,7.53E-08,HLA-G,Lung,30734602,30760027,23793025,migraine
rs144447022,6,29244219,LOC101929006,-0.66,1.32E-08,HLA-J,Lung,29191777,29258217,26198764,schizophrenia
rs6904029,6,29943067,HCG9,0.31,9.21E-07,HLA-J,Lung,29942889,29946183,24939585,age-related hearing impairment
rs6904029,6,29943067,HCG9,0.23,1.35E-04,RNF39,Lung,29942889,29946183,24939585,age-related hearing impairment
rs6904029,6,29943067,HCG9,0.31,2.74E-06,TRIM31,Lung,29942889,29946183,24939585,age-related hearing impairment
rs7246657,19,37747108,LINC01535,0.49,3.94E-17,ZNF793,Lung,37746818,37756377,23870195,coronary artery calcification
rs71327718,3,125592857,LOC101927056,0.70,2.54E-17,FAM86JP,Lung,125546100,125604920,23319000,metabolite levels
rs7359257,15,67702907,IQCH-AS1,0.20,8.38E-06,MAP2K5,Lung,67700415,67705876,21102462,menarche
rs3094117,6,30737486,HCG20,-0.34,1.16E-06,VARS2,Lung,30734602,30760027,23793025,migraine
rs3094117,6,30737486,HCG20,0.14,9.47E-05,SFTA2,Lung,30734602,30760027,23793025,migraine
rs9262631,6,31024601,HCG22,1.28,1.43E-14,PSORS1C1,Lung,31021984,31027653,26151496,thionamide-induced agranulocytosis in graves disease
rs9262632,6,31024808,HCG22,1.28,1.43E-14,PSORS1C1,Lung,31021984,31027653,21051598,hiv related
rs9262631,6,31024601,HCG22,1.23,5.33E-12,PSORS1C2,Lung,31021984,31027653,26151496,thionamide-induced agranulocytosis in graves disease
rs9262632,6,31024808,HCG22,1.23,5.33E-12,PSORS1C2,Lung,31021984,31027653,21051598,hiv related
rs9262631,6,31024601,HCG22,-0.43,5.69E-05,CCHCR1,Lung,31021984,31027653,26151496,thionamide-induced agranulocytosis in graves disease
rs9262632,6,31024808,HCG22,-0.43,5.69E-05,CCHCR1,Lung,31021984,31027653,21051598,hiv related
rs3094117,6,30737486,HCG20,-0.38,2.64E-05,POU5F1,Lung,30734602,30760027,23793025,migraine
rs9262631,6,31024601,HCG22,-0.69,3.61E-06,MICA,Lung,31021984,31027653,26151496,thionamide-induced agranulocytosis in graves disease
rs9262632,6,31024808,HCG22,-0.69,3.61E-06,MICA,Lung,31021984,31027653,21051598,hiv related
rs1777220,6,126022602,LOC643623,0.21,4.17E-06,HEY2,Lung,125995499,126041364,24096698,endometrial cancer
rs134882,22,42670965,OGFRP1,0.22,4.83E-07,NAGA,Lung,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,0.22,4.83E-07,NAGA,Lung,42665774,42671039,20889312,schizophrenia
rs134882,22,42670965,OGFRP1,-0.66,6.85E-17,CYP2D6,Lung,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,-0.66,6.85E-17,CYP2D6,Lung,42665774,42671039,20889312,schizophrenia
rs17807185,7,77308295,APTR,-0.25,3.16E-09,PTPN12,Lung,77288410,77325582,25282103,height
rs836788,5,79912044,LINC01337,0.27,3.57E-07,MSH3,Lung,79904442,79918343,26831199,glomerular filtration rate (creatinine)
rs7188445,16,79734987,LINC01229,-0.45,8.45E-09,MAFTRR,Lung,79710005,79760326,23263486,urate levels
rs17767419,16,79744548,LINC01229,-0.48,3.97E-10,MAFTRR,Lung,79710005,79760326,21565293,thyroid related
rs3813582,16,79749353,LINC01229,-0.46,6.67E-09,MAFTRR,Lung,79747744,79832987,23408906,thyroid related
rs3813582,16,79749353,LINC01229,-0.46,6.67E-09,MAFTRR,Lung,79747744,79832987,23408906,thyroid related
rs3813582,16,79749353,LINC01229,-0.46,6.67E-09,MAFTRR,Lung,79747744,79832987,22494929,thyroid related
rs4575545,16,79755446,LINC01229,-0.44,4.69E-08,MAFTRR,Lung,79747744,79832987,24852370,serum thyroid-stimulating hormone levels
rs12541063,8,135869976,LOC101927845,0.34,4.17E-09,KHDRBS3,Lung,135862178,135894142,24001895,blood pressure
rs1160544,2,100832218,LINC01104,-0.20,3.21E-05,AFF3,Lung,100824716,100867946,27798627,age at first birth
rs1160544,2,100832218,LINC01104,-0.20,3.21E-05,AFF3,Lung,100824716,100867946,27798627,age at first birth
rs2562456,19,21666210,LINC00664,-0.44,9.25E-11,ZNF708,Lung,21666176,21682100,19207018,pain
rs3892630,19,33181484,LOC105372367,-0.49,7.37E-19,NUDT19,Lung,33177995,33182656,23222517,red blood cell traits
rs11084786,19,35282181,LOC400685,-0.24,8.30E-10,ZNF181,Lung,35279486,35307804,25811787,urate levels related
rs4794820,17,38089344,LOC101928947,0.25,2.74E-10,ORMDL3,Lung,38084120,38095854,22561531,asthma related
rs6503525,17,38095174,LOC101928947,0.20,1.39E-07,ORMDL3,Lung,38084120,38095854,21150878,asthma related
rs4794820,17,38089344,LOC101928947,-0.56,1.14E-13,GSDMA,Lung,38084120,38095854,22561531,asthma related
rs6503525,17,38095174,LOC101928947,-0.57,1.00E-16,GSDMA,Lung,38084120,38095854,21150878,asthma related
rs12802200,11,566936,MIR210HG,-0.53,4.63E-07,HRAS,Pituitary,565660,568420,26502338,systemic lupus erythematosus
rs6904029,6,29943067,HCG9,0.75,1.91E-06,HLA-J,Pituitary,29942889,29946183,24939585,age-related hearing impairment
rs7523273,1,207977083,MIR29C,-0.40,1.52E-05,CD46,Pituitary,207974863,208042495,26198764,schizophrenia
rs7523273,1,207977083,MIR29C,-0.40,1.52E-05,CD46,Pituitary,207974863,208042495,25056061,schizophrenia
rs1318653,1,208014922,MIR29C,-0.49,1.69E-06,CD46,Pituitary,207974863,208042495,25344690,febrile seizures
rs1318653,1,208014922,MIR29C,-0.49,1.69E-06,CD46,Pituitary,207974863,208042495,25344690,febrile seizures
rs6669384,1,208025926,MIR29C,-0.49,1.15E-06,CD46,Pituitary,207974863,208042495,28289848,immune response to measles vaccine (measles-specific neutralising antibody titre)
rs6669384,1,208025926,MIR29C,-0.49,1.15E-06,CD46,Pituitary,207974863,208042495,28289848,immune response to measles vaccine (measles-specific neutralising antibody titre)
rs134882,22,42670965,OGFRP1,0.69,1.57E-07,NAGA,Pituitary,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,0.69,1.57E-07,NAGA,Pituitary,42665774,42671039,20889312,schizophrenia
rs134882,22,42670965,OGFRP1,0.50,8.96E-06,SMDT1,Pituitary,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,0.50,8.96E-06,SMDT1,Pituitary,42665774,42671039,20889312,schizophrenia
rs134882,22,42670965,OGFRP1,-0.79,6.05E-08,CYP2D6,Pituitary,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,-0.79,6.05E-08,CYP2D6,Pituitary,42665774,42671039,20889312,schizophrenia
rs3892630,19,33181484,LOC105372367,-0.70,4.90E-06,NUDT19,Pituitary,33177995,33182656,23222517,red blood cell traits
rs12802200,11,566936,MIR210HG,-0.37,1.33E-06,HRAS,Stomach,565660,568420,26502338,systemic lupus erythematosus
rs4924410,15,40339494,SRP14-AS1,-0.31,9.52E-06,EIF2AK4,Stomach,40331550,40349184,22327514,ewing sarcoma
rs9392556,6,4146198,LOC100507506,-0.33,3.35E-09,C6orf201,Stomach,4136306,4157619,24816252,blood metabolite levels
rs144447022,6,29244219,LOC101929006,1.29,1.86E-06,ZFP57,Stomach,29191777,29258217,26198764,schizophrenia
