mapped_snp_id,mapped_snps_gene,ld_snp,r^2,ld_snp_chromosome,ld_snp_position,ld_gene_symbol,correlation,p_adjust,regulated_vip_gene,tissue
rs1001587,TCF20,rs1001586,0.99372,22,42670293,TCF20,0.712774,1.24971e-08,CYP2D6,Adrenal_Gland
rs55644935,TCF20,rs739147,0.99372,22,42671066,TCF20,0.698825,2.50504e-08,CYP2D6,Adrenal_Gland
rs1107553,TCF20,rs739147,1,22,42671066,TCF20,0.698825,2.50504e-08,CYP2D6,Adrenal_Gland
rs1107554,TCF20,rs739147,1,22,42671066,TCF20,0.698825,2.50504e-08,CYP2D6,Adrenal_Gland
rs5758690,TCF20,rs739147,0.99372,22,42671066,TCF20,0.698825,2.50504e-08,CYP2D6,Adrenal_Gland
rs5758691,TCF20,rs739147,1,22,42671066,TCF20,0.698825,2.50504e-08,CYP2D6,Adrenal_Gland
rs5758692,TCF20,rs739147,1,22,42671066,TCF20,0.698825,2.50504e-08,CYP2D6,Adrenal_Gland
rs1001587,TCF20,rs739147,0.99372,22,42671066,TCF20,0.698825,2.50504e-08,CYP2D6,Adrenal_Gland
rs1001586,TCF20,rs739147,1,22,42671066,TCF20,0.698825,2.50504e-08,CYP2D6,Adrenal_Gland
rs55644935,TCF20,rs1107553,0.99372,22,42667473,TCF20,0.35413,3.25038e-06,CYP2D6,Whole_Blood
rs55644935,TCF20,rs1107554,0.99372,22,42667594,TCF20,0.35413,3.25038e-06,CYP2D6,Whole_Blood
rs1107553,TCF20,rs1107554,1,22,42667594,TCF20,0.35413,3.25038e-06,CYP2D6,Whole_Blood
rs55644935,TCF20,rs5758690,0.987463,22,42668295,TCF20,0.346707,4.40839e-06,CYP2D6,Whole_Blood
rs1107553,TCF20,rs5758690,0.99372,22,42668295,TCF20,0.346707,4.40839e-06,CYP2D6,Whole_Blood
rs1107554,TCF20,rs5758690,0.99372,22,42668295,TCF20,0.346707,4.40839e-06,CYP2D6,Whole_Blood
rs55644935,TCF20,rs5758691,0.99372,22,42668504,TCF20,0.35413,3.25038e-06,CYP2D6,Whole_Blood
rs1107553,TCF20,rs5758691,1,22,42668504,TCF20,0.35413,3.25038e-06,CYP2D6,Whole_Blood
rs1107554,TCF20,rs5758691,1,22,42668504,TCF20,0.35413,3.25038e-06,CYP2D6,Whole_Blood
rs5758690,TCF20,rs5758691,0.99372,22,42668504,TCF20,0.35413,3.25038e-06,CYP2D6,Whole_Blood
rs55644935,TCF20,rs5758692,0.99372,22,42669029,TCF20,0.354689,3.22272e-06,CYP2D6,Whole_Blood
rs1107553,TCF20,rs5758692,1,22,42669029,TCF20,0.354689,3.22272e-06,CYP2D6,Whole_Blood
rs1107554,TCF20,rs5758692,1,22,42669029,TCF20,0.354689,3.22272e-06,CYP2D6,Whole_Blood
rs5758690,TCF20,rs5758692,0.99372,22,42669029,TCF20,0.354689,3.22272e-06,CYP2D6,Whole_Blood
rs5758691,TCF20,rs5758692,1,22,42669029,TCF20,0.354689,3.22272e-06,CYP2D6,Whole_Blood
rs80500,TCF20,rs134880,0.969378,22,42669331,TCF20,-0.45181,1.00933e-11,CYP2D6,Whole_Blood
rs55644935,TCF20,rs1001587,0.987463,22,42670111,TCF20,0.354206,3.23544e-06,CYP2D6,Whole_Blood
rs1107553,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.354206,3.23544e-06,CYP2D6,Whole_Blood
rs1107554,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.354206,3.23544e-06,CYP2D6,Whole_Blood
rs5758690,TCF20,rs1001587,0.987463,22,42670111,TCF20,0.354206,3.23544e-06,CYP2D6,Whole_Blood
rs5758691,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.354206,3.23544e-06,CYP2D6,Whole_Blood
rs5758692,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.354206,3.23544e-06,CYP2D6,Whole_Blood
rs55644935,TCF20,rs1001586,0.99372,22,42670293,TCF20,0.35413,3.25038e-06,CYP2D6,Whole_Blood
rs1107553,TCF20,rs1001586,1,22,42670293,TCF20,0.35413,3.25038e-06,CYP2D6,Whole_Blood
rs1107554,TCF20,rs1001586,1,22,42670293,TCF20,0.35413,3.25038e-06,CYP2D6,Whole_Blood
rs5758690,TCF20,rs1001586,0.99372,22,42670293,TCF20,0.35413,3.25038e-06,CYP2D6,Whole_Blood
rs5758691,TCF20,rs1001586,1,22,42670293,TCF20,0.35413,3.25038e-06,CYP2D6,Whole_Blood
rs5758692,TCF20,rs1001586,1,22,42670293,TCF20,0.35413,3.25038e-06,CYP2D6,Whole_Blood
rs1001587,TCF20,rs1001586,0.99372,22,42670293,TCF20,0.35413,3.25038e-06,CYP2D6,Whole_Blood
rs80500,TCF20,rs134881,0.964423,22,42670740,TCF20,-0.402654,8.45234e-10,CYP2D6,Whole_Blood
rs134880,TCF20,rs134881,0.974556,22,42670740,TCF20,-0.402654,8.45234e-10,CYP2D6,Whole_Blood
rs55644935,TCF20,rs739147,0.99372,22,42671066,TCF20,0.35413,3.25038e-06,CYP2D6,Whole_Blood
rs1107553,TCF20,rs739147,1,22,42671066,TCF20,0.35413,3.25038e-06,CYP2D6,Whole_Blood
rs1107554,TCF20,rs739147,1,22,42671066,TCF20,0.35413,3.25038e-06,CYP2D6,Whole_Blood
rs5758690,TCF20,rs739147,0.99372,22,42671066,TCF20,0.35413,3.25038e-06,CYP2D6,Whole_Blood
rs5758691,TCF20,rs739147,1,22,42671066,TCF20,0.35413,3.25038e-06,CYP2D6,Whole_Blood
rs5758692,TCF20,rs739147,1,22,42671066,TCF20,0.35413,3.25038e-06,CYP2D6,Whole_Blood
rs1001587,TCF20,rs739147,0.99372,22,42671066,TCF20,0.35413,3.25038e-06,CYP2D6,Whole_Blood
rs1001586,TCF20,rs739147,1,22,42671066,TCF20,0.35413,3.25038e-06,CYP2D6,Whole_Blood
rs9262616,HCG22,rs9262618,1,6,31022237,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs2523855,HCG22,rs3915966,0.891955,6,31022274,HCG22,-0.268592,4.54045e-06,HLA-B,Whole_Blood
rs9262616,HCG22,rs9262620,0.984179,6,31022489,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262618,HCG22,rs9262620,0.984179,6,31022489,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs2523855,HCG22,rs2905757,0.896255,6,31022828,HCG22,-0.234533,5.55452e-05,HLA-B,Whole_Blood
rs3915966,HCG22,rs2905757,0.90439,6,31022828,HCG22,-0.234533,5.55452e-05,HLA-B,Whole_Blood
rs2523854,HCG22,rs9262625,0.960285,6,31022929,HCG22,-0.235925,7.01339e-05,HLA-B,Whole_Blood
rs9262616,HCG22,rs9262626,0.984179,6,31023024,HCG22,-0.271439,7.16407e-05,HLA-B,Whole_Blood
rs9262618,HCG22,rs9262626,0.984179,6,31023024,HCG22,-0.271439,7.16407e-05,HLA-B,Whole_Blood
rs9262620,HCG22,rs9262626,1,6,31023024,HCG22,-0.271439,7.16407e-05,HLA-B,Whole_Blood
rs2523854,HCG22,rs9262628,0.960285,6,31023148,HCG22,-0.232556,8.80627e-05,HLA-B,Whole_Blood
rs9262625,HCG22,rs9262628,1,6,31023148,HCG22,-0.232556,8.80627e-05,HLA-B,Whole_Blood
rs2523854,HCG22,rs9262629,0.952242,6,31023186,HCG22,-0.232556,8.80627e-05,HLA-B,Whole_Blood
rs9262625,HCG22,rs9262629,0.99191,6,31023186,HCG22,-0.232556,8.80627e-05,HLA-B,Whole_Blood
rs9262628,HCG22,rs9262629,0.99191,6,31023186,HCG22,-0.232556,8.80627e-05,HLA-B,Whole_Blood
rs9262616,HCG22,rs7744253,0.865668,6,31023524,HCG22,-0.306011,3.27612e-06,HLA-B,Whole_Blood
rs9262618,HCG22,rs7744253,0.865668,6,31023524,HCG22,-0.306011,3.27612e-06,HLA-B,Whole_Blood
rs9262620,HCG22,rs7744253,0.879583,6,31023524,HCG22,-0.306011,3.27612e-06,HLA-B,Whole_Blood
rs9262626,HCG22,rs7744253,0.879583,6,31023524,HCG22,-0.306011,3.27612e-06,HLA-B,Whole_Blood
rs2523854,HCG22,rs2523852,0.960285,6,31023868,HCG22,-0.232556,8.80627e-05,HLA-B,Whole_Blood
rs9262625,HCG22,rs2523852,1,6,31023868,HCG22,-0.232556,8.80627e-05,HLA-B,Whole_Blood
rs9262628,HCG22,rs2523852,1,6,31023868,HCG22,-0.232556,8.80627e-05,HLA-B,Whole_Blood
rs9262629,HCG22,rs2523852,0.99191,6,31023868,HCG22,-0.232556,8.80627e-05,HLA-B,Whole_Blood
rs9262616,HCG22,rs9262630,0.984179,6,31024385,HCG22,-0.271419,7.17147e-05,HLA-B,Whole_Blood
rs9262618,HCG22,rs9262630,0.984179,6,31024385,HCG22,-0.271419,7.17147e-05,HLA-B,Whole_Blood
rs9262620,HCG22,rs9262630,1,6,31024385,HCG22,-0.271419,7.17147e-05,HLA-B,Whole_Blood
rs9262626,HCG22,rs9262630,1,6,31024385,HCG22,-0.271419,7.17147e-05,HLA-B,Whole_Blood
rs7744253,HCG22,rs9262630,0.879583,6,31024385,HCG22,-0.271419,7.17147e-05,HLA-B,Whole_Blood
rs9262616,HCG22,rs3764808,0.984179,6,31024673,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262618,HCG22,rs3764808,0.984179,6,31024673,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262620,HCG22,rs3764808,1,6,31024673,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262626,HCG22,rs3764808,1,6,31024673,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs7744253,HCG22,rs3764808,0.879583,6,31024673,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262630,HCG22,rs3764808,1,6,31024673,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262616,HCG22,rs7356893,0.984179,6,31024738,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262618,HCG22,rs7356893,0.984179,6,31024738,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262620,HCG22,rs7356893,1,6,31024738,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262626,HCG22,rs7356893,1,6,31024738,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs7744253,HCG22,rs7356893,0.879583,6,31024738,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262630,HCG22,rs7356893,1,6,31024738,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs3764808,HCG22,rs7356893,1,6,31024738,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262616,HCG22,rs9262633,0.984179,6,31025265,HCG22,-0.271524,7.11509e-05,HLA-B,Whole_Blood
rs9262618,HCG22,rs9262633,0.984179,6,31025265,HCG22,-0.271524,7.11509e-05,HLA-B,Whole_Blood
rs9262620,HCG22,rs9262633,1,6,31025265,HCG22,-0.271524,7.11509e-05,HLA-B,Whole_Blood
rs9262626,HCG22,rs9262633,1,6,31025265,HCG22,-0.271524,7.11509e-05,HLA-B,Whole_Blood
rs7744253,HCG22,rs9262633,0.879583,6,31025265,HCG22,-0.271524,7.11509e-05,HLA-B,Whole_Blood
rs9262630,HCG22,rs9262633,1,6,31025265,HCG22,-0.271524,7.11509e-05,HLA-B,Whole_Blood
rs3764808,HCG22,rs9262633,1,6,31025265,HCG22,-0.271524,7.11509e-05,HLA-B,Whole_Blood
rs7356893,HCG22,rs9262633,1,6,31025265,HCG22,-0.271524,7.11509e-05,HLA-B,Whole_Blood
rs2523854,HCG22,rs2517525,0.956389,6,31025361,HCG22,-0.232556,8.80627e-05,HLA-B,Whole_Blood
rs9262625,HCG22,rs2517525,0.995943,6,31025361,HCG22,-0.232556,8.80627e-05,HLA-B,Whole_Blood
rs9262628,HCG22,rs2517525,0.995943,6,31025361,HCG22,-0.232556,8.80627e-05,HLA-B,Whole_Blood
rs9262629,HCG22,rs2517525,0.987885,6,31025361,HCG22,-0.232556,8.80627e-05,HLA-B,Whole_Blood
rs2523852,HCG22,rs2517525,0.995943,6,31025361,HCG22,-0.232556,8.80627e-05,HLA-B,Whole_Blood
rs9262616,HCG22,rs9262635,0.984179,6,31025479,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262618,HCG22,rs9262635,0.984179,6,31025479,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262620,HCG22,rs9262635,1,6,31025479,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262626,HCG22,rs9262635,1,6,31025479,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs7744253,HCG22,rs9262635,0.879583,6,31025479,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262630,HCG22,rs9262635,1,6,31025479,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs3764808,HCG22,rs9262635,1,6,31025479,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs7356893,HCG22,rs9262635,1,6,31025479,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262633,HCG22,rs9262635,1,6,31025479,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262634,HCG22,rs9262635,0.937461,6,31025479,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262616,HCG22,rs9262636,0.984179,6,31025848,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262618,HCG22,rs9262636,0.984179,6,31025848,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262620,HCG22,rs9262636,1,6,31025848,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262626,HCG22,rs9262636,1,6,31025848,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs7744253,HCG22,rs9262636,0.879583,6,31025848,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262630,HCG22,rs9262636,1,6,31025848,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs3764808,HCG22,rs9262636,1,6,31025848,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs7356893,HCG22,rs9262636,1,6,31025848,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262633,HCG22,rs9262636,1,6,31025848,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262634,HCG22,rs9262636,0.937461,6,31025848,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262635,HCG22,rs9262636,1,6,31025848,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262616,HCG22,rs9262637,0.984179,6,31025905,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262618,HCG22,rs9262637,0.984179,6,31025905,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262620,HCG22,rs9262637,1,6,31025905,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262626,HCG22,rs9262637,1,6,31025905,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs7744253,HCG22,rs9262637,0.879583,6,31025905,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262630,HCG22,rs9262637,1,6,31025905,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs3764808,HCG22,rs9262637,1,6,31025905,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs7356893,HCG22,rs9262637,1,6,31025905,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262633,HCG22,rs9262637,1,6,31025905,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262634,HCG22,rs9262637,0.937461,6,31025905,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262635,HCG22,rs9262637,1,6,31025905,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262636,HCG22,rs9262637,1,6,31025905,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262616,HCG22,rs9262639,0.984179,6,31026009,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262618,HCG22,rs9262639,0.984179,6,31026009,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262620,HCG22,rs9262639,1,6,31026009,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262626,HCG22,rs9262639,1,6,31026009,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs7744253,HCG22,rs9262639,0.879583,6,31026009,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262630,HCG22,rs9262639,1,6,31026009,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs3764808,HCG22,rs9262639,1,6,31026009,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs7356893,HCG22,rs9262639,1,6,31026009,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262633,HCG22,rs9262639,1,6,31026009,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262634,HCG22,rs9262639,0.937461,6,31026009,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262635,HCG22,rs9262639,1,6,31026009,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262636,HCG22,rs9262639,1,6,31026009,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262637,HCG22,rs9262639,1,6,31026009,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262638,HCG22,rs9262639,1,6,31026009,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262616,HCG22,rs9262640,0.984179,6,31026353,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262618,HCG22,rs9262640,0.984179,6,31026353,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262620,HCG22,rs9262640,1,6,31026353,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262626,HCG22,rs9262640,1,6,31026353,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs7744253,HCG22,rs9262640,0.879583,6,31026353,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262630,HCG22,rs9262640,1,6,31026353,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs3764808,HCG22,rs9262640,1,6,31026353,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs7356893,HCG22,rs9262640,1,6,31026353,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262633,HCG22,rs9262640,1,6,31026353,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262634,HCG22,rs9262640,0.937461,6,31026353,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262635,HCG22,rs9262640,1,6,31026353,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262636,HCG22,rs9262640,1,6,31026353,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262637,HCG22,rs9262640,1,6,31026353,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262638,HCG22,rs9262640,1,6,31026353,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262639,HCG22,rs9262640,1,6,31026353,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs2523854,HCG22,rs2517523,0.960285,6,31026434,HCG22,-0.232556,8.80627e-05,HLA-B,Whole_Blood
rs9262625,HCG22,rs2517523,1,6,31026434,HCG22,-0.232556,8.80627e-05,HLA-B,Whole_Blood
rs9262628,HCG22,rs2517523,1,6,31026434,HCG22,-0.232556,8.80627e-05,HLA-B,Whole_Blood
rs9262629,HCG22,rs2517523,0.99191,6,31026434,HCG22,-0.232556,8.80627e-05,HLA-B,Whole_Blood
rs2523852,HCG22,rs2517523,1,6,31026434,HCG22,-0.232556,8.80627e-05,HLA-B,Whole_Blood
rs2517525,HCG22,rs2517523,0.995943,6,31026434,HCG22,-0.232556,8.80627e-05,HLA-B,Whole_Blood
rs9262616,HCG22,rs9262641,0.984179,6,31026541,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262618,HCG22,rs9262641,0.984179,6,31026541,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262620,HCG22,rs9262641,1,6,31026541,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262626,HCG22,rs9262641,1,6,31026541,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs7744253,HCG22,rs9262641,0.879583,6,31026541,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262630,HCG22,rs9262641,1,6,31026541,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs3764808,HCG22,rs9262641,1,6,31026541,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs7356893,HCG22,rs9262641,1,6,31026541,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262633,HCG22,rs9262641,1,6,31026541,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262634,HCG22,rs9262641,0.937461,6,31026541,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262635,HCG22,rs9262641,1,6,31026541,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262636,HCG22,rs9262641,1,6,31026541,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262637,HCG22,rs9262641,1,6,31026541,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262638,HCG22,rs9262641,1,6,31026541,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262639,HCG22,rs9262641,1,6,31026541,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262640,HCG22,rs9262641,1,6,31026541,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs2523854,HCG22,rs2523846,0.960285,6,31026589,HCG22,-0.232556,8.80627e-05,HLA-B,Whole_Blood
rs9262625,HCG22,rs2523846,1,6,31026589,HCG22,-0.232556,8.80627e-05,HLA-B,Whole_Blood
rs9262628,HCG22,rs2523846,1,6,31026589,HCG22,-0.232556,8.80627e-05,HLA-B,Whole_Blood
rs9262629,HCG22,rs2523846,0.99191,6,31026589,HCG22,-0.232556,8.80627e-05,HLA-B,Whole_Blood
rs2523852,HCG22,rs2523846,1,6,31026589,HCG22,-0.232556,8.80627e-05,HLA-B,Whole_Blood
rs2517525,HCG22,rs2523846,0.995943,6,31026589,HCG22,-0.232556,8.80627e-05,HLA-B,Whole_Blood
rs2517523,HCG22,rs2523846,1,6,31026589,HCG22,-0.232556,8.80627e-05,HLA-B,Whole_Blood
rs9262616,HCG22,rs9262642,0.984179,6,31026712,HCG22,-0.271423,7.16895e-05,HLA-B,Whole_Blood
rs9262618,HCG22,rs9262642,0.984179,6,31026712,HCG22,-0.271423,7.16895e-05,HLA-B,Whole_Blood
rs9262620,HCG22,rs9262642,1,6,31026712,HCG22,-0.271423,7.16895e-05,HLA-B,Whole_Blood
rs9262626,HCG22,rs9262642,1,6,31026712,HCG22,-0.271423,7.16895e-05,HLA-B,Whole_Blood
rs7744253,HCG22,rs9262642,0.879583,6,31026712,HCG22,-0.271423,7.16895e-05,HLA-B,Whole_Blood
rs9262630,HCG22,rs9262642,1,6,31026712,HCG22,-0.271423,7.16895e-05,HLA-B,Whole_Blood
rs3764808,HCG22,rs9262642,1,6,31026712,HCG22,-0.271423,7.16895e-05,HLA-B,Whole_Blood
rs7356893,HCG22,rs9262642,1,6,31026712,HCG22,-0.271423,7.16895e-05,HLA-B,Whole_Blood
rs9262633,HCG22,rs9262642,1,6,31026712,HCG22,-0.271423,7.16895e-05,HLA-B,Whole_Blood
rs9262634,HCG22,rs9262642,0.937461,6,31026712,HCG22,-0.271423,7.16895e-05,HLA-B,Whole_Blood
rs9262635,HCG22,rs9262642,1,6,31026712,HCG22,-0.271423,7.16895e-05,HLA-B,Whole_Blood
rs9262636,HCG22,rs9262642,1,6,31026712,HCG22,-0.271423,7.16895e-05,HLA-B,Whole_Blood
rs9262637,HCG22,rs9262642,1,6,31026712,HCG22,-0.271423,7.16895e-05,HLA-B,Whole_Blood
rs9262638,HCG22,rs9262642,1,6,31026712,HCG22,-0.271423,7.16895e-05,HLA-B,Whole_Blood
rs9262639,HCG22,rs9262642,1,6,31026712,HCG22,-0.271423,7.16895e-05,HLA-B,Whole_Blood
rs9262640,HCG22,rs9262642,1,6,31026712,HCG22,-0.271423,7.16895e-05,HLA-B,Whole_Blood
rs9262641,HCG22,rs9262642,1,6,31026712,HCG22,-0.271423,7.16895e-05,HLA-B,Whole_Blood
rs9262616,HCG22,rs7741049,0.978989,6,31026888,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262618,HCG22,rs7741049,0.978989,6,31026888,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262620,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262626,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs7744253,HCG22,rs7741049,0.874627,6,31026888,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262630,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs3764808,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs7356893,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262633,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262634,HCG22,rs7741049,0.932517,6,31026888,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262635,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262636,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262637,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262638,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262639,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262640,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262641,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs9262642,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.27144,7.16145e-05,HLA-B,Whole_Blood
rs80500,TCF20,rs134880,0.969378,22,42669331,TCF20,-0.438806,8.44237e-09,CYP2D6,Thyroid
rs80500,TCF20,rs134881,0.964423,22,42670740,TCF20,-0.332261,9.9656e-06,CYP2D6,Thyroid
rs134880,TCF20,rs134881,0.974556,22,42670740,TCF20,-0.332261,9.9656e-06,CYP2D6,Thyroid
rs2523855,HCG22,rs3915966,0.891955,6,31022274,HCG22,-0.220402,0.000124366,HLA-B,Thyroid
rs2523855,HCG22,rs2905757,0.896255,6,31022828,HCG22,-0.212201,0.000135187,HLA-B,Thyroid
rs3915966,HCG22,rs2905757,0.90439,6,31022828,HCG22,-0.212201,0.000135187,HLA-B,Thyroid
